Attrition;Age;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
FALSE;27;Non-Travel;Research & Development;9;3;Medical;4;Male;3;1;Research Scientist;2;Divorced;2024;6;0;18;3;4;80;1;6;1;1;2;2;2;2
FALSE;28;Travel_Rarely;Research & Development;21;3;Medical;3;Male;3;1;Research Scientist;4;Married;2713;1;0;11;3;3;80;1;5;2;1;5;2;0;2
FALSE;57;Travel_Rarely;Research & Development;24;2;Life Sciences;3;Male;4;3;Healthcare Representative;4;Divorced;9439;3;1;16;3;2;80;1;12;2;1;5;3;1;4
FALSE;27;Non-Travel;Research & Development;3;3;Medical;3;Male;2;1;Research Scientist;3;Divorced;2566;1;1;15;3;4;80;1;1;2;2;1;1;0;1
FALSE;50;Travel_Rarely;Research & Development;11;3;Life Sciences;3;Female;3;5;Manager;2;Single;19926;3;0;15;3;2;80;0;21;5;3;5;4;4;4
FALSE;41;Travel_Rarely;Research & Development;14;3;Life Sciences;1;Male;3;1;Research Scientist;3;Divorced;2451;4;0;12;3;1;80;1;13;2;3;9;8;1;8
FALSE;30;Travel_Rarely;Sales;5;3;Life Sciences;2;Female;3;3;Sales Executive;4;Married;9419;2;0;12;3;3;80;1;12;2;3;10;9;7;4
FALSE;38;Travel_Rarely;Sales;1;4;Life Sciences;1;Female;2;2;Sales Executive;4;Single;8686;4;0;22;4;3;80;0;12;2;4;8;3;0;7
FALSE;32;Travel_Rarely;Research & Development;6;5;Life Sciences;3;Male;3;1;Research Scientist;3;Single;3038;3;0;20;4;1;80;0;8;2;3;5;4;1;4
FALSE;27;Travel_Rarely;Research & Development;17;3;Technical Degree;3;Male;3;1;Research Scientist;2;Married;3058;0;1;16;3;4;80;1;6;3;2;5;2;1;1
TRUE;19;Travel_Frequently;Sales;1;1;Technical Degree;3;Female;1;1;Sales Representative;1;Single;2325;0;0;21;4;1;80;0;1;5;4;0;0;0;0
FALSE;36;Travel_Frequently;Research & Development;3;2;Medical;4;Male;3;1;Laboratory Technician;2;Single;2088;4;0;12;3;3;80;0;13;3;2;8;7;7;2
FALSE;30;Non-Travel;Research & Development;9;3;Medical;3;Male;3;2;Laboratory Technician;1;Divorced;3072;1;0;11;3;3;80;1;12;4;3;12;9;6;10
FALSE;45;Travel_Rarely;Sales;4;2;Life Sciences;3;Female;3;2;Sales Executive;1;Divorced;5006;4;1;11;3;1;80;1;9;3;4;5;4;0;3
FALSE;56;Travel_Rarely;Research & Development;8;3;Life Sciences;3;Female;3;1;Research Scientist;1;Divorced;4257;4;1;18;3;3;80;1;19;3;3;2;2;2;2
FALSE;33;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Male;3;1;Research Scientist;4;Single;2500;0;0;14;3;1;80;0;4;2;4;3;1;0;2
TRUE;19;Travel_Rarely;Research & Development;2;3;Life Sciences;2;Male;2;1;Laboratory Technician;4;Single;1102;1;0;22;4;3;80;0;1;3;2;1;0;1;0
FALSE;46;Travel_Rarely;Sales;1;2;Marketing;2;Female;3;3;Sales Executive;1;Divorced;10453;1;0;25;4;3;80;1;24;2;3;24;13;15;7
FALSE;38;Travel_Rarely;Research & Development;9;2;Life Sciences;3;Female;3;1;Laboratory Technician;4;Single;2288;1;0;12;3;3;80;0;2;3;3;2;2;2;1
FALSE;31;Travel_Rarely;Research & Development;12;1;Medical;3;Female;3;1;Research Scientist;4;Married;3929;8;1;23;4;3;80;1;7;0;3;4;2;0;2
FALSE;34;Travel_Rarely;Research & Development;27;2;Medical;4;Female;3;1;Research Scientist;2;Single;2311;2;0;15;3;4;80;0;9;3;3;3;2;1;2
TRUE;41;Travel_Rarely;Sales;20;2;Marketing;2;Female;3;1;Sales Representative;2;Single;3140;1;1;22;4;4;80;0;4;5;2;4;3;0;2
FALSE;50;Travel_Rarely;Research & Development;1;3;Medical;3;Male;2;1;Laboratory Technician;3;Married;3690;2;0;15;3;4;80;1;5;2;2;3;2;0;2
FALSE;53;Travel_Rarely;Research & Development;13;2;Medical;4;Female;4;2;Manufacturing Director;1;Divorced;4450;1;0;11;3;3;80;1;5;3;3;4;2;1;3
FALSE;33;Travel_Rarely;Research & Development;14;3;Medical;4;Female;3;1;Research Scientist;2;Married;2756;1;0;13;3;4;80;1;8;5;3;8;7;1;6
FALSE;40;Travel_Rarely;Research & Development;4;1;Medical;4;Female;3;5;Manager;3;Married;19033;1;0;14;3;2;80;1;21;2;3;20;8;9;9
FALSE;55;Travel_Rarely;Research & Development;14;4;Medical;3;Male;4;5;Research Director;2;Single;18722;8;0;11;3;4;80;0;36;3;3;24;15;2;15
FALSE;34;Travel_Frequently;Research & Development;2;1;Life Sciences;4;Male;2;2;Manufacturing Director;3;Married;9547;1;0;17;3;3;80;0;10;2;2;10;9;1;9
FALSE;51;Travel_Rarely;Research & Development;3;3;Medical;4;Female;3;4;Healthcare Representative;2;Single;13734;3;0;18;3;3;80;0;21;6;3;7;7;1;0
FALSE;52;Travel_Rarely;Research & Development;1;4;Life Sciences;3;Male;2;5;Manager;3;Married;19999;0;0;14;3;1;80;1;34;5;3;33;18;11;9
FALSE;27;Travel_Rarely;Research & Development;9;3;Medical;4;Female;3;1;Research Scientist;2;Single;2279;1;0;16;3;4;80;0;7;2;2;7;7;0;3
TRUE;35;Travel_Rarely;Research & Development;23;2;Life Sciences;2;Male;2;2;Manufacturing Director;3;Married;5916;3;1;13;3;1;80;0;8;1;3;1;0;0;1
FALSE;43;Non-Travel;Research & Development;7;3;Medical;4;Male;4;1;Research Scientist;4;Divorced;2089;4;0;14;3;4;80;1;7;3;4;5;4;2;2
FALSE;45;Non-Travel;Research & Development;2;2;Medical;1;Male;2;4;Manager;4;Married;16792;9;0;23;4;4;80;1;22;1;3;20;8;11;8
FALSE;37;Travel_Rarely;Research & Development;21;3;Life Sciences;2;Male;4;1;Research Scientist;1;Married;3564;1;1;12;3;1;80;1;8;3;2;8;7;1;7
FALSE;35;Travel_Frequently;Research & Development;2;3;Medical;2;Female;3;2;Laboratory Technician;2;Single;4425;5;0;11;3;4;80;0;10;5;3;6;2;1;2
FALSE;42;Non-Travel;Research & Development;21;2;Medical;3;Female;3;2;Manufacturing Director;3;Divorced;5265;2;0;16;3;2;80;1;11;5;3;5;3;0;2
FALSE;38;Travel_Rarely;Research & Development;2;4;Life Sciences;4;Male;3;2;Manufacturing Director;3;Married;6553;9;0;14;3;2;80;0;14;3;3;1;0;0;0
FALSE;38;Travel_Rarely;Research & Development;29;3;Technical Degree;4;Male;3;2;Manufacturing Director;4;Married;6261;3;0;18;3;1;80;1;9;3;1;7;7;1;7
FALSE;27;Travel_Frequently;Research & Development;1;1;Technical Degree;3;Male;2;2;Manufacturing Director;1;Married;4298;5;0;19;3;3;80;1;6;1;3;2;2;2;0
FALSE;49;Non-Travel;Research & Development;18;4;Life Sciences;4;Male;3;2;Manufacturing Director;4;Divorced;6804;1;1;15;3;1;80;1;7;0;3;7;7;1;7
FALSE;34;Travel_Frequently;Research & Development;10;4;Medical;4;Male;3;1;Research Scientist;3;Divorced;3815;1;1;17;3;4;80;1;5;4;4;5;3;2;0
FALSE;40;Travel_Rarely;Research & Development;19;2;Medical;3;Male;3;2;Laboratory Technician;4;Married;2741;8;1;15;3;3;80;1;15;2;4;7;2;3;7
TRUE;38;Travel_Rarely;Research & Development;29;1;Medical;2;Male;3;2;Healthcare Representative;1;Married;6673;7;1;19;3;2;80;0;17;2;3;1;0;0;0
TRUE;29;Travel_Rarely;Sales;27;3;Marketing;2;Female;3;3;Sales Executive;4;Married;7639;1;0;22;4;4;80;1;10;3;2;10;4;1;9
FALSE;22;Travel_Rarely;Research & Development;5;3;Life Sciences;4;Male;4;1;Research Scientist;2;Divorced;2328;1;1;16;3;1;80;1;4;2;2;4;2;2;2
FALSE;36;Travel_Frequently;Research & Development;18;1;Medical;2;Female;3;1;Laboratory Technician;4;Single;2153;1;0;13;3;1;80;0;8;2;3;8;1;1;7
FALSE;40;Non-Travel;Research & Development;9;5;Life Sciences;4;Male;2;2;Healthcare Representative;4;Married;4876;9;0;14;3;4;80;1;5;5;1;3;2;0;2
FALSE;46;Travel_Rarely;Research & Development;1;4;Medical;4;Male;3;3;Healthcare Representative;1;Divorced;9396;7;0;16;3;3;80;1;17;3;3;4;2;0;3
TRUE;32;Travel_Rarely;Sales;4;4;Medical;4;Male;1;3;Sales Executive;4;Married;10400;1;0;11;3;3;80;0;14;2;2;14;8;9;8
FALSE;30;Non-Travel;Research & Development;1;1;Life Sciences;3;Male;2;3;Manufacturing Director;3;Single;8474;1;0;22;4;3;80;0;12;2;3;11;8;5;8
FALSE;27;Travel_Frequently;Sales;20;3;Life Sciences;4;Female;3;2;Sales Executive;3;Single;9981;1;0;14;3;4;80;0;7;2;3;7;7;0;7
FALSE;51;Travel_Rarely;Research & Development;8;4;Life Sciences;2;Male;2;3;Research Director;2;Married;12490;5;0;16;3;4;80;1;16;5;1;10;9;4;7
TRUE;30;Travel_Rarely;Research & Development;3;3;Technical Degree;4;Female;3;1;Research Scientist;1;Single;2657;5;1;11;3;3;80;0;8;5;3;5;2;0;4
FALSE;41;Travel_Rarely;Sales;6;3;Life Sciences;4;Female;3;3;Manager;4;Single;13591;3;1;18;3;3;80;0;16;3;3;1;0;0;0
TRUE;30;Travel_Frequently;Sales;26;4;Marketing;3;Female;2;2;Sales Executive;1;Single;6696;5;0;15;3;3;80;0;9;5;2;6;3;0;1
TRUE;29;Travel_Rarely;Research & Development;1;3;Technical Degree;3;Male;3;1;Research Scientist;3;Single;2058;0;0;14;3;4;80;0;7;1;2;6;2;1;5
FALSE;45;Non-Travel;Sales;6;3;Medical;4;Female;2;3;Sales Executive;4;Single;8865;6;0;12;3;4;80;0;23;2;3;19;7;12;8
FALSE;54;Travel_Rarely;Sales;3;3;Marketing;4;Female;3;2;Sales Executive;1;Married;5940;2;0;14;3;4;80;1;16;4;3;6;2;0;5
FALSE;36;Travel_Rarely;Research & Development;5;2;Life Sciences;4;Male;3;2;Laboratory Technician;2;Single;5914;8;0;16;3;4;80;0;16;3;4;13;11;3;7
FALSE;33;Travel_Rarely;Research & Development;4;4;Medical;3;Female;2;1;Research Scientist;2;Married;2622;6;0;21;4;4;80;0;7;3;3;3;2;1;1
FALSE;37;Travel_Frequently;Research & Development;11;3;Other;2;Male;3;3;Research Director;4;Divorced;12185;1;1;14;3;3;80;1;10;1;3;10;8;0;7
FALSE;38;Travel_Rarely;Sales;3;3;Life Sciences;1;Male;3;3;Sales Executive;3;Divorced;10609;0;0;12;3;3;80;1;17;6;2;16;10;5;13
FALSE;31;Non-Travel;Research & Development;1;4;Medical;3;Male;1;2;Manufacturing Director;3;Married;4345;0;0;12;3;4;80;1;6;2;3;5;4;1;4
FALSE;59;Travel_Rarely;Research & Development;3;3;Life Sciences;3;Male;2;1;Research Scientist;4;Married;2177;3;0;17;3;1;80;1;7;6;3;1;0;0;0
FALSE;37;Travel_Frequently;Sales;4;4;Marketing;1;Male;3;1;Sales Representative;4;Divorced;2793;4;0;17;3;3;80;1;13;2;3;9;8;5;8
FALSE;29;Travel_Frequently;Sales;1;1;Medical;2;Female;3;3;Sales Executive;4;Married;7918;1;0;14;3;4;80;1;11;5;3;11;10;4;1
FALSE;35;Travel_Frequently;Sales;1;3;Marketing;3;Female;3;3;Sales Executive;3;Single;8789;1;0;14;3;1;80;0;10;3;4;10;7;0;8
TRUE;29;Travel_Rarely;Research & Development;18;1;Medical;3;Male;2;1;Research Scientist;4;Single;2389;1;1;13;3;3;80;0;4;3;2;4;3;0;1
FALSE;52;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Female;2;1;Laboratory Technician;4;Single;3212;7;0;15;3;2;80;0;6;3;2;2;2;2;2
FALSE;42;Travel_Rarely;Research & Development;4;2;Technical Degree;3;Male;3;5;Manager;4;Married;19232;1;0;11;3;4;80;0;22;3;3;22;17;11;15
FALSE;59;Travel_Rarely;Human Resources;6;2;Medical;2;Male;3;1;Human Resources;3;Married;2267;8;0;17;3;4;80;0;7;2;2;2;2;2;2
FALSE;50;Travel_Rarely;Sales;1;4;Medical;4;Female;3;5;Manager;4;Divorced;19517;3;0;11;3;3;80;1;32;3;2;7;0;0;6
TRUE;33;Travel_Rarely;Research & Development;14;3;Medical;3;Male;3;1;Laboratory Technician;4;Married;2436;5;1;13;3;3;80;1;8;2;1;5;4;0;4
FALSE;43;Travel_Rarely;Sales;16;3;Marketing;4;Female;3;4;Manager;4;Married;16064;5;1;22;4;3;80;1;22;3;3;17;13;1;9
TRUE;33;Travel_Rarely;Research & Development;2;2;Life Sciences;1;Female;3;1;Laboratory Technician;1;Married;2707;7;0;20;4;1;80;0;13;3;4;9;7;1;7
FALSE;52;Non-Travel;Sales;2;4;Life Sciences;1;Male;2;5;Manager;3;Single;19068;1;1;18;3;4;80;0;33;2;4;33;7;15;12
FALSE;32;Travel_Rarely;Sales;4;2;Life Sciences;3;Female;3;1;Sales Representative;2;Married;3931;2;0;11;3;1;80;1;6;5;3;4;3;1;2
TRUE;32;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Male;2;1;Laboratory Technician;3;Single;3730;0;1;14;3;4;80;0;4;2;1;3;2;1;2
FALSE;39;Travel_Rarely;Research & Development;1;4;Medical;3;Female;3;1;Laboratory Technician;3;Divorced;2232;7;0;14;3;3;80;1;7;1;3;3;2;1;2
FALSE;32;Non-Travel;Sales;26;4;Marketing;3;Male;3;2;Sales Executive;4;Married;4465;0;0;18;3;1;80;0;4;2;3;3;2;2;2
FALSE;41;Travel_Rarely;Research & Development;19;2;Life Sciences;3;Male;3;2;Research Scientist;1;Divorced;3072;2;0;16;3;1;80;1;17;2;2;1;0;0;0
FALSE;40;Travel_Rarely;Research & Development;24;2;Technical Degree;1;Male;3;2;Research Scientist;4;Divorced;3319;1;0;17;3;1;80;1;9;3;3;9;8;4;7
FALSE;45;Travel_Rarely;Research & Development;1;3;Other;3;Male;4;5;Manager;4;Married;19202;0;0;11;3;3;80;1;25;2;3;24;0;1;7
FALSE;31;Travel_Frequently;Research & Development;3;4;Medical;2;Male;3;3;Research Director;3;Divorced;13675;9;0;12;3;1;80;1;9;3;3;2;2;2;2
FALSE;33;Travel_Rarely;Research & Development;5;4;Life Sciences;3;Female;2;1;Research Scientist;4;Married;2911;1;0;13;3;3;80;1;2;2;2;2;2;0;2
FALSE;34;Travel_Rarely;Research & Development;2;4;Life Sciences;4;Male;2;2;Manufacturing Director;1;Married;5957;6;0;13;3;2;80;1;13;3;3;11;9;5;9
FALSE;37;Travel_Rarely;Research & Development;1;2;Medical;3;Female;2;1;Research Scientist;1;Married;3920;2;0;14;3;1;80;1;17;2;2;3;1;0;2
FALSE;45;Travel_Frequently;Research & Development;7;4;Life Sciences;1;Male;4;2;Manufacturing Director;3;Married;6434;4;0;17;3;4;80;1;9;1;3;3;2;0;2
TRUE;37;Travel_Frequently;Research & Development;10;3;Medical;1;Male;3;3;Manufacturing Director;3;Divorced;10048;6;0;11;3;2;80;1;17;5;3;1;0;0;0
FALSE;39;Travel_Frequently;Research & Development;2;4;Technical Degree;3;Female;3;3;Healthcare Representative;3;Single;10938;0;0;25;4;4;80;0;20;1;3;19;6;11;8
FALSE;29;Travel_Rarely;Research & Development;15;3;Life Sciences;3;Male;3;1;Research Scientist;4;Single;2340;1;0;19;3;1;80;0;6;1;3;6;5;1;5
FALSE;42;Travel_Rarely;Research & Development;17;2;Life Sciences;4;Female;4;2;Research Scientist;1;Single;6545;3;1;13;3;3;80;0;10;1;3;3;2;0;2
FALSE;29;Travel_Rarely;Sales;20;2;Marketing;4;Male;3;2;Sales Executive;4;Divorced;6931;2;0;14;3;4;80;1;10;2;3;3;2;0;2
FALSE;25;Travel_Rarely;Research & Development;1;3;Life Sciences;1;Female;3;2;Manufacturing Director;3;Married;4898;0;0;12;3;4;80;1;5;3;3;4;2;1;2
FALSE;42;Travel_Rarely;Research & Development;2;3;Medical;4;Female;2;1;Laboratory Technician;1;Divorced;2593;0;1;11;3;3;80;1;10;4;3;9;6;7;8
FALSE;40;Travel_Rarely;Research & Development;2;2;Medical;1;Male;3;5;Research Director;3;Divorced;19436;0;0;19;3;4;80;1;22;5;3;21;7;3;9
FALSE;51;Travel_Rarely;Research & Development;1;3;Life Sciences;3;Male;3;1;Research Scientist;4;Married;2723;1;0;11;3;2;80;0;1;0;2;1;0;0;0
TRUE;31;Travel_Frequently;Research & Development;29;2;Medical;3;Male;2;1;Laboratory Technician;2;Single;3479;0;0;11;3;2;80;0;6;2;4;5;4;1;4
FALSE;32;Travel_Frequently;Research & Development;7;3;Life Sciences;2;Male;4;1;Laboratory Technician;2;Married;2794;1;0;20;4;3;80;0;5;3;1;5;1;0;3
FALSE;38;Non-Travel;Sales;2;2;Life Sciences;4;Male;2;2;Sales Executive;4;Married;5249;3;0;18;3;4;80;1;13;0;3;8;7;7;5
FALSE;32;Travel_Rarely;Research & Development;2;1;Technical Degree;4;Male;2;2;Laboratory Technician;1;Single;2176;4;0;13;3;4;80;0;9;5;3;6;2;0;4
FALSE;46;Travel_Rarely;Sales;2;3;Technical Degree;3;Female;1;4;Manager;2;Married;16872;3;1;12;3;2;80;1;28;2;2;7;7;7;7
TRUE;28;Travel_Rarely;Research & Development;2;4;Life Sciences;1;Male;3;1;Laboratory Technician;3;Single;3485;2;0;11;3;3;80;0;5;5;1;0;0;0;0
FALSE;29;Travel_Rarely;Sales;2;3;Medical;1;Male;2;2;Sales Executive;2;Married;6644;2;0;19;3;2;80;1;10;2;3;0;0;0;0
FALSE;31;Travel_Rarely;Research & Development;23;3;Medical;2;Male;2;2;Healthcare Representative;4;Married;5582;0;0;21;4;2;80;1;10;2;3;9;0;7;8
FALSE;25;Non-Travel;Research & Development;5;2;Life Sciences;2;Male;4;2;Healthcare Representative;1;Divorced;4000;1;0;12;3;4;80;1;6;2;3;6;3;1;5
FALSE;45;Travel_Rarely;Research & Development;20;2;Medical;3;Male;3;4;Healthcare Representative;4;Married;13496;0;1;14;3;2;80;0;21;2;3;20;7;4;10
FALSE;36;Travel_Rarely;Research & Development;6;3;Life Sciences;4;Male;3;1;Laboratory Technician;4;Married;3210;0;0;11;3;3;80;1;16;4;3;15;13;10;11
FALSE;55;Travel_Rarely;Research & Development;1;3;Medical;4;Male;3;5;Manager;1;Single;19045;0;1;14;3;3;80;0;37;2;3;36;10;4;13
TRUE;47;Non-Travel;Research & Development;29;4;Life Sciences;1;Male;3;3;Manager;2;Married;11849;1;1;12;3;4;80;1;10;2;2;10;7;9;9
FALSE;28;Travel_Rarely;Research & Development;9;3;Medical;4;Male;3;1;Research Scientist;4;Married;2070;1;0;23;4;4;80;1;5;3;2;5;2;0;4
FALSE;37;Travel_Rarely;Sales;6;4;Medical;3;Male;3;2;Sales Executive;4;Married;6502;4;0;14;3;2;80;1;7;5;4;5;4;0;1
FALSE;21;Travel_Rarely;Research & Development;3;2;Medical;4;Male;2;1;Research Scientist;3;Single;3230;1;0;17;3;1;80;0;3;4;4;3;2;1;0
FALSE;37;Non-Travel;Research & Development;1;4;Medical;1;Female;3;3;Research Director;4;Divorced;13603;2;1;18;3;1;80;1;15;2;3;5;2;0;2
FALSE;35;Travel_Rarely;Research & Development;22;3;Life Sciences;2;Female;4;3;Manager;2;Divorced;11996;7;0;18;3;2;80;1;10;6;2;7;7;6;2
FALSE;38;Travel_Rarely;Sales;7;2;Medical;1;Female;4;2;Sales Executive;1;Divorced;5605;1;1;24;4;3;80;1;8;3;3;8;0;7;7
FALSE;26;Travel_Frequently;Research & Development;1;3;Life Sciences;3;Female;3;2;Manufacturing Director;2;Divorced;6397;1;0;20;4;1;80;1;6;6;1;6;5;1;4
FALSE;50;Travel_Rarely;Research & Development;4;1;Life Sciences;1;Male;3;5;Research Director;2;Divorced;19144;3;0;14;3;1;80;1;28;4;2;10;4;1;6
FALSE;53;Travel_Rarely;Research & Development;3;4;Medical;3;Male;3;4;Research Director;3;Married;17584;3;1;16;3;4;80;1;21;5;2;5;3;1;3
FALSE;42;Travel_Rarely;Sales;1;1;Life Sciences;2;Male;3;2;Sales Executive;3;Married;4907;1;0;25;4;3;80;0;20;3;3;20;16;11;6
FALSE;29;Travel_Frequently;Sales;2;2;Life Sciences;2;Male;3;2;Sales Executive;4;Single;4554;1;0;18;3;1;80;0;10;3;2;10;7;0;9
FALSE;55;Travel_Rarely;Research & Development;20;2;Technical Degree;2;Male;3;2;Laboratory Technician;4;Married;5415;3;1;19;3;4;80;1;12;4;3;10;7;0;8
FALSE;26;Travel_Frequently;Research & Development;11;2;Medical;1;Male;3;2;Healthcare Representative;1;Married;4741;1;1;13;3;3;80;1;5;3;3;5;3;3;3
FALSE;37;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Female;3;1;Research Scientist;4;Single;2115;1;0;12;3;2;80;0;17;3;3;17;12;5;7
TRUE;44;Travel_Frequently;Research & Development;24;3;Life Sciences;4;Male;3;1;Laboratory Technician;3;Divorced;3161;3;1;22;4;4;80;1;19;0;1;1;0;0;0
FALSE;38;Travel_Rarely;Research & Development;23;4;Life Sciences;4;Male;3;2;Healthcare Representative;4;Divorced;5745;9;0;14;3;2;80;1;10;2;3;2;2;1;2
TRUE;26;Travel_Rarely;Research & Development;16;4;Medical;1;Male;3;1;Laboratory Technician;2;Divorced;2373;2;1;13;3;4;80;1;5;2;3;3;2;0;2
FALSE;28;Travel_Rarely;Research & Development;8;2;Life Sciences;4;Female;3;1;Research Scientist;4;Single;3310;1;0;21;4;4;80;0;5;3;3;5;3;0;2
FALSE;49;Travel_Frequently;Research & Development;10;4;Life Sciences;3;Female;3;5;Research Director;1;Single;18665;9;1;11;3;4;80;0;22;4;3;3;2;1;2
FALSE;36;Travel_Rarely;Research & Development;3;3;Technical Degree;3;Male;3;2;Research Scientist;2;Single;4485;4;0;12;3;4;80;0;10;2;3;8;0;7;7
FALSE;31;Travel_Frequently;Sales;5;3;Marketing;4;Female;3;1;Sales Representative;2;Divorced;2789;1;0;11;3;3;80;1;2;5;2;2;2;2;2
TRUE;26;Travel_Rarely;Sales;4;4;Marketing;4;Male;2;2;Sales Executive;4;Single;5828;1;1;12;3;2;80;0;8;0;3;8;7;7;4
FALSE;37;Travel_Frequently;Research & Development;9;3;Medical;2;Male;3;1;Research Scientist;4;Married;2326;1;1;12;3;3;80;1;4;3;2;4;2;1;2
FALSE;42;Travel_Frequently;Sales;26;3;Marketing;3;Female;3;4;Sales Executive;2;Married;13525;5;0;14;3;4;80;1;23;2;4;20;4;4;8
TRUE;18;Travel_Rarely;Research & Development;3;3;Life Sciences;3;Male;3;1;Laboratory Technician;3;Single;1420;1;0;13;3;3;80;0;0;2;3;0;0;0;0
FALSE;35;Travel_Rarely;Sales;16;3;Marketing;3;Male;3;3;Sales Executive;2;Married;8020;0;0;15;3;3;80;1;12;3;2;11;9;6;9
FALSE;36;Travel_Frequently;Research & Development;18;4;Life Sciences;3;Male;4;1;Laboratory Technician;4;Married;3688;4;0;18;3;4;80;1;4;2;3;1;0;0;0
FALSE;51;Travel_Rarely;Research & Development;2;3;Medical;4;Male;1;2;Manufacturing Director;2;Divorced;5482;5;0;18;3;4;80;1;13;3;3;4;1;1;2
FALSE;41;Travel_Rarely;Sales;2;4;Life Sciences;4;Male;3;4;Manager;2;Single;16015;1;0;19;3;2;80;0;22;2;3;22;10;0;4
FALSE;18;Travel_Rarely;Sales;10;3;Medical;4;Female;2;1;Sales Representative;3;Single;1200;1;0;12;3;1;80;0;0;2;3;0;0;0;0
FALSE;28;Travel_Rarely;Research & Development;16;2;Medical;2;Male;4;2;Healthcare Representative;1;Single;5661;0;0;19;3;3;80;0;9;2;3;8;3;0;7
FALSE;31;Travel_Rarely;Sales;7;3;Technical Degree;2;Male;4;2;Sales Executive;4;Married;6929;4;0;11;3;2;80;1;10;3;2;8;7;7;7
FALSE;39;Travel_Rarely;Research & Development;1;3;Medical;3;Male;4;3;Healthcare Representative;4;Divorced;9613;0;0;17;3;1;80;1;19;5;2;18;10;3;7
FALSE;36;Non-Travel;Research & Development;24;4;Life Sciences;2;Female;3;2;Laboratory Technician;2;Married;5674;7;0;15;3;3;80;1;11;3;3;9;8;0;8
FALSE;32;Travel_Rarely;Sales;7;3;Life Sciences;4;Male;2;2;Sales Executive;3;Married;5484;1;0;14;3;3;80;1;13;3;2;13;8;4;8
FALSE;38;Travel_Rarely;Research & Development;25;2;Life Sciences;1;Female;2;3;Research Director;2;Married;12061;3;0;17;3;3;80;1;19;2;3;10;8;0;1
FALSE;58;Non-Travel;Research & Development;1;4;Life Sciences;4;Male;1;2;Healthcare Representative;3;Divorced;5660;2;1;13;3;4;80;1;12;2;3;5;3;1;2
FALSE;31;Travel_Rarely;Research & Development;5;4;Technical Degree;3;Male;3;1;Research Scientist;4;Married;4821;0;1;12;3;3;80;1;6;4;3;5;2;0;3
FALSE;31;Travel_Rarely;Human Resources;2;3;Human Resources;1;Male;2;2;Human Resources;1;Married;6410;3;0;12;3;4;80;0;9;1;3;2;2;1;0
FALSE;45;Travel_Frequently;Research & Development;7;3;Life Sciences;1;Male;3;3;Laboratory Technician;1;Divorced;5210;1;0;18;3;1;80;1;24;2;3;24;9;9;11
FALSE;31;Travel_Rarely;Research & Development;2;4;Life Sciences;3;Male;3;1;Research Scientist;4;Divorced;2695;0;1;18;3;2;80;1;3;2;1;2;2;2;2
FALSE;33;Travel_Frequently;Research & Development;5;4;Life Sciences;4;Female;3;3;Manager;2;Married;11878;6;0;11;3;2;80;1;12;2;3;10;6;8;8
FALSE;39;Travel_Rarely;Research & Development;10;1;Medical;3;Male;3;4;Manager;1;Married;17068;1;1;14;3;4;80;0;21;3;3;21;9;11;10
FALSE;43;Travel_Frequently;Research & Development;10;4;Life Sciences;3;Female;3;1;Laboratory Technician;4;Single;2455;0;0;19;3;1;80;0;9;5;3;8;7;1;7
FALSE;49;Travel_Rarely;Research & Development;1;2;Technical Degree;3;Female;2;4;Healthcare Representative;3;Single;13964;7;1;12;3;4;80;0;25;2;3;7;1;0;7
TRUE;52;Travel_Rarely;Research & Development;8;4;Medical;3;Male;2;2;Research Scientist;2;Married;4941;2;0;15;3;1;80;0;11;3;2;8;2;7;7
FALSE;27;Travel_Rarely;Research & Development;5;3;Life Sciences;3;Female;3;1;Research Scientist;2;Single;2478;1;1;12;3;2;80;0;4;2;2;4;3;1;2
FALSE;32;Travel_Rarely;Sales;8;2;Technical Degree;3;Female;2;2;Sales Executive;2;Married;5228;1;1;11;3;4;80;0;13;2;3;13;12;11;9
FALSE;27;Travel_Rarely;Sales;2;3;Life Sciences;4;Male;3;2;Sales Executive;3;Single;4478;1;1;11;3;1;80;0;5;3;3;5;4;0;4
FALSE;31;Travel_Rarely;Sales;7;3;Marketing;4;Male;3;2;Sales Executive;4;Divorced;7547;4;0;12;3;4;80;1;13;3;3;7;7;1;7
FALSE;32;Travel_Rarely;Research & Development;2;4;Medical;1;Female;4;2;Research Scientist;4;Single;5055;7;0;16;3;3;80;0;10;0;2;7;7;0;7
TRUE;28;Travel_Rarely;Research & Development;2;4;Medical;1;Male;1;1;Research Scientist;4;Married;3464;5;1;13;3;4;80;0;5;4;2;3;2;2;2
FALSE;30;Travel_Rarely;Research & Development;28;2;Medical;4;Female;3;2;Research Scientist;4;Married;5775;1;0;13;3;4;80;1;11;2;3;10;8;1;9
